"System ID","UPC","EAN","Custom SKU","Manufact. SKU","Item","Remaining","Total Cost","Avg. Unit Cost","Sale Price","Margin"
"210000063928","859056001895","","","","currants OG 4oz pouch boxford bakehouse","14","$41.30","$2.95","$4.59","35.73%"
"210000063943","095705136956","","","","pistachios hot honey no shell OG 5oz Nichols Farms","2","$11.34","$5.67","$7.99","29.04%"
"210000063945","095705135614","","","","pistachios sea salt roasted no shell OG 6oz Nichols Farms","2","$13.08","$6.54","$8.99","27.25%"
"210000063947","095705133528","","","","pistachios sea salt roasted in shell OG 16oz Nichols Farms","15","$107.55","$7.17","$9.99","28.23%"
"210000063987","722252069504","","","","Clif Protein  Bar Chocolate Peanut Butter","5","$9.70","$1.94","$2.99","35.12%"
"210000063989","722252069528","","","","Clif Protein  Bar Almond Salted Caramel","3","$5.82","$1.94","$2.99","35.12%"
"210000063991","686352605546","","","","Baby Mum Mum Teething Biscuit  Banana","6","$6.00","$1.00","$1.59","37.11%"
"210000064039","850043074229","","","","Hu Chocolate Bar Simple Milk 1 oz U","12","$29.64","$2.47","$3.79","34.83%"
"210000064041","850043074212","","","","Hu Chocolate Bar Salty Dark 1 oz U","14","$34.58","$2.47","$3.79","34.83%"
"210000064043","860004946519","","","","Otto's Naturals Ultimate Cookie  Mix","5","$30.40","$6.08","$9.39","35.25%"
"210000064055","088702108347","","","","Bonne Maman Strawberry Fruit Spread  U","7","$26.77","$3.82","$6.99","45.29%"
"210000064065","850043074298","","","","Hu Chocolate Hazelnut  Butter  Bites","6","$34.74","$5.79","$8.49","31.8%"
"210000064071","073416590007","","","","Lundberg  Spanish Rice","6","$17.70","$2.95","$4.59","35.73%"
"210000064109","850019542493","","","","D'Vash Fiber Bar Pecan Cacao","6","$7.92","$1.32","$1.99","33.67%"
